Consolidate compiler generated dependencies of target dataAnalysis
[ 33%] Building CXX object CMakeFiles/dataAnalysis.dir/src/archiveReader.cpp.o
[ 66%] Linking CXX executable dataAnalysis
[100%] Built target dataAnalysis
AC 10 188 894470 2021-04-12
AC 0 3 15490 2021-04-13
AC 0 0 7534 2021-04-13
AC 0 6 26702 2021-04-13
AC 0 4 10420 2021-04-13
AC 0 0 12008 2021-04-13
AC 1 20 89072 2021-04-13
AC 0 3 18696 2021-04-13
AC 0 0 34884 2021-04-13
AC 0 0 8473 2021-04-13
AC 0 0 9581 2021-04-13
AC 0 8 19299 2021-04-13
AC 0 0 19311 2021-04-13
AC 0 8 19955 2021-04-13
AC 0 6 18824 2021-04-13
AC 0 1 12241 2021-04-13
AC 12 219 413418 2021-04-13
AC 0 12 19351 2021-04-13
AC 0 0 6717 2021-04-13
AC 1 19 46511 2021-04-13
AC 0 -1 23236 2021-04-13
AC 0 84 43151 2021-04-13
AC 0 2 19596 2021-04-13
AC 14 394 894470 2021-04-13
AC 0 0 15490 2021-04-14
AC 0 8 7534 2021-04-14
AC 0 21 26702 2021-04-14
AC 0 12 10420 2021-04-14
AC 0 0 12008 2021-04-14
AC 0 37 89072 2021-04-14
AC 0 4 18696 2021-04-14
AC 0 2 34884 2021-04-14
AC 0 4 8473 2021-04-14
AC 0 4 9581 2021-04-14
AC 0 8 19299 2021-04-14
AC 0 1 19311 2021-04-14
AC 0 0 19955 2021-04-14
AC 0 9 18824 2021-04-14
AC 0 3 12241 2021-04-14
AC 6 149 413418 2021-04-14
AC 0 11 19351 2021-04-14
AC 0 8 6717 2021-04-14
AC 0 31 46511 2021-04-14
AC 0 21 23236 2021-04-14
AC 0 185 43151 2021-04-14
AC 1 8 19596 2021-04-14
AC 7 526 894470 2021-04-14
AC 2 13 15490 2021-04-15
AC 0 1 7534 2021-04-15
AC 1 13 26702 2021-04-15
AC 0 10 10420 2021-04-15
AC 0 15 12008 2021-04-15
AC 0 1 89072 2021-04-15
AC 0 2 18696 2021-04-15
AC 0 1 34884 2021-04-15
AC 0 0 8473 2021-04-15
AC 0 0 9581 2021-04-15
AC 0 0 19299 2021-04-15
AC 0 0 19311 2021-04-15
AC 0 11 19955 2021-04-15
AC 0 10 18824 2021-04-15
AC 0 0 12241 2021-04-15
AC 5 53 413418 2021-04-15
AC 0 0 19351 2021-04-15
AC 0 0 6717 2021-04-15
AC 1 0 46511 2021-04-15
AC 0 3 23236 2021-04-15
AC 0 -3 43151 2021-04-15
AC 0 1 19596 2021-04-15
AC 9 131 894470 2021-04-15
AC 0 2 15490 2021-04-16
AC 0 8 7534 2021-04-16
AC 0 3 26702 2021-04-16
AC 0 5 10420 2021-04-16
AC 0 4 12008 2021-04-16
AC 0 4 89072 2021-04-16
AC 0 6 18696 2021-04-16
AC 0 46 34884 2021-04-16
AC 0 6 8473 2021-04-16
AC 0 2 9581 2021-04-16
AC 0 0 19299 2021-04-16
AC 0 0 19311 2021-04-16
AC 0 1 19955 2021-04-16
AC 0 8 18824 2021-04-16
AC 0 9 12241 2021-04-16
AC 8 118 413418 2021-04-16
AC 0 9 19351 2021-04-16
AC 0 32 6717 2021-04-16
AC 0 70 46511 2021-04-16
AC 1 7 23236 2021-04-16
AC 1 30 43151 2021-04-16
AC 2 13 19596 2021-04-16
AC 12 383 894470 2021-04-16
AC 0 10 15490 2021-04-17
AC 0 0 7534 2021-04-17
AC 0 33 26702 2021-04-17
AC 0 8 10420 2021-04-17
AC 0 7 12008 2021-04-17
AC 0 13 89072 2021-04-17
AC 0 8 18696 2021-04-17
AC 1 1 34884 2021-04-17
AC 0 2 8473 2021-04-17
AC 0 10 9581 2021-04-17
AC 1 6 19299 2021-04-17
AC 0 1 19311 2021-04-17
AC 0 1 19955 2021-04-17
AC 0 1 18824 2021-04-17
AC 0 1 12241 2021-04-17
AC 8 87 413418 2021-04-17
AC 0 3 19351 2021-04-17
AC 0 29 6717 2021-04-17
AC 0 15 46511 2021-04-17
AC 0 19 23236 2021-04-17
AC 0 28 43151 2021-04-17
AC 0 4 19596 2021-04-17
AC 10 287 894470 2021-04-17
AC 1 3 15490 2021-04-18
AC 0 0 7534 2021-04-18
AC 0 -1 26702 2021-04-18
AC 0 3 10420 2021-04-18
AC 1 0 12008 2021-04-18
AC 0 -1 89072 2021-04-18
AC 0 0 18696 2021-04-18
AC 0 1 34884 2021-04-18
AC 0 0 8473 2021-04-18
AC 1 1 9581 2021-04-18
AC 0 0 19299 2021-04-18
AC 0 0 19311 2021-04-18
AC 2 5 19955 2021-04-18
AC 0 12 18824 2021-04-18
AC 0 0 12241 2021-04-18
AC 8 11 413418 2021-04-18
AC 0 0 19351 2021-04-18
AC 0 0 6717 2021-04-18
AC 0 38 46511 2021-04-18
AC 0 -4 23236 2021-04-18
AC 0 1 43151 2021-04-18
AC 0 2 19596 2021-04-18
AC 13 71 894470 2021-04-18
AC 0 9 15490 2021-04-19
AC 0 5 7534 2021-04-19
AC 0 20 26702 2021-04-19
AC 0 2 10420 2021-04-19
AC 0 4 12008 2021-04-19
AC 2 13 89072 2021-04-19
AC 0 9 18696 2021-04-19
AC 1 33 34884 2021-04-19
AC 0 0 8473 2021-04-19
AC 0 3 9581 2021-04-19
AC 0 0 19299 2021-04-19
AC 0 0 19311 2021-04-19
AC 0 0 19955 2021-04-19
AC 0 1 18824 2021-04-19
AC 0 1 12241 2021-04-19
AC 11 44 413418 2021-04-19
AC 0 4 19351 2021-04-19
AC 0 8 6717 2021-04-19
AC 1 12 46511 2021-04-19
AC 0 7 23236 2021-04-19
AC 0 12 43151 2021-04-19
AC 0 7 19596 2021-04-19
AC 15 194 894470 2021-04-19
AC 0 0 15490 2021-04-20
AC 1 1 7534 2021-04-20
AC 1 5 26702 2021-04-20
AC 0 -1 10420 2021-04-20
AC 0 0 12008 2021-04-20
AC 0 0 89072 2021-04-20
AC 0 1 18696 2021-04-20
AC 0 2 34884 2021-04-20
AC 0 0 8473 2021-04-20
AC 0 0 9581 2021-04-20
AC 0 0 19299 2021-04-20
AC 1 0 19311 2021-04-20
AC 0 7 19955 2021-04-20
AC 0 0 18824 2021-04-20
AC 0 0 12241 2021-04-20
AC 5 24 413418 2021-04-20
AC 0 0 19351 2021-04-20
AC 1 0 6717 2021-04-20
AC 1 2 46511 2021-04-20
AC 1 -1 23236 2021-04-20
AC 1 1 43151 2021-04-20
AC 0 0 19596 2021-04-20
AC 12 41 894470 2021-04-20
AC 0 14 15490 2021-04-21
AC 0 11 7534 2021-04-21
AC 0 -1 26702 2021-04-21
AC 0 6 10420 2021-04-21
AC 0 8 12008 2021-04-21
AC 0 22 89072 2021-04-21
AC 0 1 18696 2021-04-21
AC 0 7 34884 2021-04-21
AC 0 1 8473 2021-04-21
AC 0 0 9581 2021-04-21
AC 0 8 19299 2021-04-21
AC 0 0 19311 2021-04-21
AC 0 0 19955 2021-04-21
AC 0 13 18824 2021-04-21
AC 0 0 12241 2021-04-21
AC 4 84 413418 2021-04-21
AC 0 6 19351 2021-04-21
AC 0 1 6717 2021-04-21
AC 0 25 46511 2021-04-21
AC 0 1 23236 2021-04-21
AC 0 27 43151 2021-04-21
AC 0 5 19596 2021-04-21
AC 4 239 894470 2021-04-21
AC 0 5 15490 2021-04-22
AC 0 12 7534 2021-04-22
AC 0 33 26702 2021-04-22
AC 0 1 10420 2021-04-22
AC 0 3 12008 2021-04-22
AC 0 7 89072 2021-04-22
AC 0 13 18696 2021-04-22
AC 0 4 34884 2021-04-22
AC 0 1 8473 2021-04-22
AC 0 7 9581 2021-04-22
AC 0 8 19299 2021-04-22
AC 2 3 19311 2021-04-22
AC 0 9 19955 2021-04-22
AC 1 1 18824 2021-04-22
AC 0 0 12241 2021-04-22
AC 5 141 413418 2021-04-22
AC 0 1 19351 2021-04-22
AC 0 12 6717 2021-04-22
AC 0 44 46511 2021-04-22
AC 0 5 23236 2021-04-22
AC 1 11 43151 2021-04-22
AC 0 12 19596 2021-04-22
AC 9 333 894470 2021-04-22
AC 0 0 15490 2021-04-23
AC 1 12 7534 2021-04-23
AC 0 23 26702 2021-04-23
AC 0 0 10420 2021-04-23
AC 0 4 12008 2021-04-23
AC 0 -1 89072 2021-04-23
AC 0 3 18696 2021-04-23
AC 0 36 34884 2021-04-23
AC 0 1 8473 2021-04-23
AC 0 0 9581 2021-04-23
AC 0 1 19299 2021-04-23
AC 0 -1 19311 2021-04-23
AC 0 0 19955 2021-04-23
AC 0 0 18824 2021-04-23
AC 0 2 12241 2021-04-23
AC 2 26 413418 2021-04-23
AC 0 0 19351 2021-04-23
AC 0 1 6717 2021-04-23
AC 2 17 46511 2021-04-23
AC 0 0 23236 2021-04-23
AC 2 37 43151 2021-04-23
AC 0 3 19596 2021-04-23
AC 7 164 894470 2021-04-23
AC 0 18 15490 2021-04-24
AC 0 9 7534 2021-04-24
AC 1 0 26702 2021-04-24
AC 0 6 10420 2021-04-24
AC 0 1 12008 2021-04-24
AC 0 16 89072 2021-04-24
AC 0 1 18696 2021-04-24
AC 2 1 34884 2021-04-24
AC 0 -1 8473 2021-04-24
AC 0 0 9581 2021-04-24
AC 0 6 19299 2021-04-24
AC 0 2 19311 2021-04-24
AC 0 6 19955 2021-04-24
AC 0 8 18824 2021-04-24
AC 0 0 12241 2021-04-24
AC 5 95 413418 2021-04-24
AC 0 2 19351 2021-04-24
AC 0 4 6717 2021-04-24
AC 3 39 46511 2021-04-24
AC 0 10 23236 2021-04-24
AC 0 -2 43151 2021-04-24
AC 0 6 19596 2021-04-24
AC 11 227 894470 2021-04-24
AC 0 4 15490 2021-04-25
AC 0 0 7534 2021-04-25
AC 0 0 26702 2021-04-25
AC 1 2 10420 2021-04-25
AC 0 1 12008 2021-04-25
AC 0 1 89072 2021-04-25
AC 0 0 18696 2021-04-25
AC 0 5 34884 2021-04-25
AC 0 0 8473 2021-04-25
AC 0 0 9581 2021-04-25
AC 0 0 19299 2021-04-25
AC 0 0 19311 2021-04-25
AC 0 0 19955 2021-04-25
AC 0 0 18824 2021-04-25
AC 0 0 12241 2021-04-25
AC 2 97 413418 2021-04-25
AC 0 0 19351 2021-04-25
AC 0 0 6717 2021-04-25
AC 1 20 46511 2021-04-25
AC 0 2 23236 2021-04-25
AC 0 7 43151 2021-04-25
AC 0 5 19596 2021-04-25
AC 4 144 894470 2021-04-25
AC 1 0 15490 2021-04-26
AC 0 0 7534 2021-04-26
AC 0 30 26702 2021-04-26
AC 0 -2 10420 2021-04-26
AC 0 4 12008 2021-04-26
AC 0 -1 89072 2021-04-26
AC 0 16 18696 2021-04-26
AC 0 24 34884 2021-04-26
AC 0 0 8473 2021-04-26
AC 0 0 9581 2021-04-26
AC 0 0 19299 2021-04-26
AC 0 0 19311 2021-04-26
AC 0 1 19955 2021-04-26
AC 0 2 18824 2021-04-26
AC 0 1 12241 2021-04-26
AC 6 140 413418 2021-04-26
AC 0 0 19351 2021-04-26
AC 0 0 6717 2021-04-26
AC 0 4 46511 2021-04-26
AC 1 2 23236 2021-04-26
AC 0 2 43151 2021-04-26
AC 0 1 19596 2021-04-26
AC 8 224 894470 2021-04-26
AC 0 3 15490 2021-04-27
AC 0 0 7534 2021-04-27
AC 0 1 26702 2021-04-27
AC 0 1 10420 2021-04-27
AC 0 -1 12008 2021-04-27
AC 0 20 89072 2021-04-27
AC 0 -1 18696 2021-04-27
AC 0 3 34884 2021-04-27
AC 0 3 8473 2021-04-27
AC 0 0 9581 2021-04-27
AC 0 2 19299 2021-04-27
AC 0 0 19311 2021-04-27
AC 0 7 19955 2021-04-27
AC 0 0 18824 2021-04-27
AC 0 -1 12241 2021-04-27
AC 11 81 413418 2021-04-27
AC 0 11 19351 2021-04-27
AC 0 0 6717 2021-04-27
AC 0 27 46511 2021-04-27
AC 0 4 23236 2021-04-27
AC 0 2 43151 2021-04-27
AC 1 13 19596 2021-04-27
AC 12 175 894470 2021-04-27
AC 0 2 15490 2021-04-28
AC 0 10 7534 2021-04-28
AC 2 2 26702 2021-04-28
AC 0 0 10420 2021-04-28
AC 0 5 12008 2021-04-28
AC 1 24 89072 2021-04-28
AC 0 3 18696 2021-04-28
AC 2 2 34884 2021-04-28
AC 0 2 8473 2021-04-28
AC 0 0 9581 2021-04-28
AC 0 2 19299 2021-04-28
AC 0 1 19311 2021-04-28
AC 0 1 19955 2021-04-28
AC 0 3 18824 2021-04-28
AC 0 0 12241 2021-04-28
AC 10 41 413418 2021-04-28
AC 0 5 19351 2021-04-28
AC 0 7 6717 2021-04-28
AC 1 5 46511 2021-04-28
AC 0 1 23236 2021-04-28
AC 0 27 43151 2021-04-28
AC 1 9 19596 2021-04-28
AC 17 152 894470 2021-04-28
AC 0 23 15490 2021-04-29
AC 0 9 7534 2021-04-29
AC 0 19 26702 2021-04-29
AC 0 4 10420 2021-04-29
AC 0 1 12008 2021-04-29
AC 0 25 89072 2021-04-29
AC 0 7 18696 2021-04-29
AC 0 26 34884 2021-04-29
AC 0 0 8473 2021-04-29
AC 0 4 9581 2021-04-29
AC 0 4 19299 2021-04-29
AC 0 1 19311 2021-04-29
AC 0 11 19955 2021-04-29
AC 0 4 18824 2021-04-29
AC 0 2 12241 2021-04-29
AC 7 50 413418 2021-04-29
AC 0 1 19351 2021-04-29
AC 0 0 6717 2021-04-29
AC 0 22 46511 2021-04-29
AC 0 14 23236 2021-04-29
AC 1 4 43151 2021-04-29
AC 0 6 19596 2021-04-29
AC 8 237 894470 2021-04-29
AC 0 0 15490 2021-04-30
AC 0 43 7534 2021-04-30
AC 0 7 26702 2021-04-30
AC 0 2 10420 2021-04-30
AC 0 2 12008 2021-04-30
AC 0 10 89072 2021-04-30
AC 0 2 18696 2021-04-30
AC 0 11 34884 2021-04-30
AC 0 0 8473 2021-04-30
AC 0 1 9581 2021-04-30
AC 0 5 19299 2021-04-30
AC 0 1 19311 2021-04-30
AC 0 5 19955 2021-04-30
AC 0 2 18824 2021-04-30
AC 0 0 12241 2021-04-30
AC 4 114 413418 2021-04-30
AC 0 5 19351 2021-04-30
AC 0 0 6717 2021-04-30
AC 0 23 46511 2021-04-30
AC 0 3 23236 2021-04-30
AC 0 17 43151 2021-04-30
AC 0 15 19596 2021-04-30
AC 4 268 894470 2021-04-30
AC 0 2 15490 2021-05-01
AC 0 25 7534 2021-05-01
AC 0 16 26702 2021-05-01
AC 0 0 10420 2021-05-01
AC 1 11 12008 2021-05-01
AC 1 14 89072 2021-05-01
AC 0 4 18696 2021-05-01
AC 0 1 34884 2021-05-01
AC 0 3 8473 2021-05-01
AC 0 0 9581 2021-05-01
AC 0 13 19299 2021-05-01
AC 0 0 19311 2021-05-01
AC 0 18 19955 2021-05-01
AC 0 4 18824 2021-05-01
AC 0 0 12241 2021-05-01
AC 3 76 413418 2021-05-01
AC 0 5 19351 2021-05-01
AC 0 3 6717 2021-05-01
AC 0 8 46511 2021-05-01
AC 0 0 23236 2021-05-01
AC 0 3 43151 2021-05-01
AC 0 7 19596 2021-05-01
AC 5 213 894470 2021-05-01
AC 1 1 15490 2021-05-02
AC 0 1 7534 2021-05-02
AC 0 20 26702 2021-05-02
AC 0 4 10420 2021-05-02
AC 0 0 12008 2021-05-02
AC 1 1 89072 2021-05-02
AC 0 2 18696 2021-05-02
AC 0 23 34884 2021-05-02
AC 0 0 8473 2021-05-02
AC 1 1 9581 2021-05-02
AC 0 0 19299 2021-05-02
AC 1 1 19311 2021-05-02
AC 0 1 19955 2021-05-02
AC 0 1 18824 2021-05-02
AC 0 0 12241 2021-05-02
AC 6 64 413418 2021-05-02
AC 0 0 19351 2021-05-02
AC 0 0 6717 2021-05-02
AC 0 9 46511 2021-05-02
AC 1 1 23236 2021-05-02
AC 0 0 43151 2021-05-02
AC 1 6 19596 2021-05-02
AC 12 136 894470 2021-05-02
AC 0 2 15490 2021-05-03
AC 0 -1 7534 2021-05-03
AC 0 1 26702 2021-05-03
AC 0 0 10420 2021-05-03
AC 0 5 12008 2021-05-03
AC 0 0 89072 2021-05-03
AC 0 10 18696 2021-05-03
AC 1 6 34884 2021-05-03
AC 0 0 8473 2021-05-03
AC 0 1 9581 2021-05-03
AC 0 17 19299 2021-05-03
AC 0 -1 19311 2021-05-03
AC 0 2 19955 2021-05-03
AC 0 0 18824 2021-05-03
AC 0 1 12241 2021-05-03
AC 3 90 413418 2021-05-03
AC 0 8 19351 2021-05-03
AC 0 7 6717 2021-05-03
AC 1 18 46511 2021-05-03
AC 0 2 23236 2021-05-03
AC 1 0 43151 2021-05-03
AC 0 5 19596 2021-05-03
AC 6 173 894470 2021-05-03
AC 1 1 15490 2021-05-04
AC 0 1 7534 2021-05-04
AC 0 0 26702 2021-05-04
AC 0 1 10420 2021-05-04
AC 0 1 12008 2021-05-04
AC 0 20 89072 2021-05-04
AC 0 0 18696 2021-05-04
AC 0 3 34884 2021-05-04
AC 0 0 8473 2021-05-04
AC 1 0 9581 2021-05-04
AC 0 6 19299 2021-05-04
AC 0 0 19311 2021-05-04
AC 0 2 19955 2021-05-04
AC 0 0 18824 2021-05-04
AC 0 18 12241 2021-05-04
AC 1 55 413418 2021-05-04
AC 0 4 19351 2021-05-04
AC 0 0 6717 2021-05-04
AC 0 2 46511 2021-05-04
AC 0 0 23236 2021-05-04
AC 0 1 43151 2021-05-04
AC 0 0 19596 2021-05-04
AC 3 115 894470 2021-05-04
AC 0 4 15490 2021-05-05
AC 0 0 7534 2021-05-05
AC 0 18 26702 2021-05-05
AC 0 2 10420 2021-05-05
AC 0 7 12008 2021-05-05
AC 0 0 89072 2021-05-05
AC 0 4 18696 2021-05-05
AC 1 1 34884 2021-05-05
AC 0 0 8473 2021-05-05
AC 0 0 9581 2021-05-05
AC 0 0 19299 2021-05-05
AC 0 0 19311 2021-05-05
AC 0 4 19955 2021-05-05
AC 0 4 18824 2021-05-05
AC 0 -1 12241 2021-05-05
AC 3 91 413418 2021-05-05
AC 0 2 19351 2021-05-05
AC 0 0 6717 2021-05-05
AC 0 13 46511 2021-05-05
AC 4 3 23236 2021-05-05
AC 0 15 43151 2021-05-05
AC 0 3 19596 2021-05-05
AC 8 170 894470 2021-05-05
AC 0 3 15490 2021-05-06
AC 0 8 7534 2021-05-06
AC 0 12 26702 2021-05-06
AC 0 7 10420 2021-05-06
AC 0 9 12008 2021-05-06
AC 0 10 89072 2021-05-06
AC 0 3 18696 2021-05-06
AC 1 45 34884 2021-05-06
AC 0 0 8473 2021-05-06
AC 0 3 9581 2021-05-06
AC 0 7 19299 2021-05-06
AC 0 28 19311 2021-05-06
AC 0 8 19955 2021-05-06
AC 0 0 18824 2021-05-06
AC 0 3 12241 2021-05-06
AC 0 61 413418 2021-05-06
AC 0 5 19351 2021-05-06
AC 0 32 6717 2021-05-06
AC 2 19 46511 2021-05-06
AC 1 2 23236 2021-05-06
AC 1 8 43151 2021-05-06
AC 0 6 19596 2021-05-06
AC 5 279 894470 2021-05-06
AC 0 13 15490 2021-05-07
AC 0 14 7534 2021-05-07
AC 0 16 26702 2021-05-07
AC 1 5 10420 2021-05-07
AC 0 1 12008 2021-05-07
AC 0 3 89072 2021-05-07
AC 0 8 18696 2021-05-07
AC 1 6 34884 2021-05-07
AC 0 0 8473 2021-05-07
AC 0 0 9581 2021-05-07
AC 0 1 19299 2021-05-07
AC 0 49 19311 2021-05-07
AC 0 2 19955 2021-05-07
AC 0 3 18824 2021-05-07
AC 0 0 12241 2021-05-07
AC 3 56 413418 2021-05-07
AC 0 1 19351 2021-05-07
AC 1 21 6717 2021-05-07
AC 1 5 46511 2021-05-07
AC 0 3 23236 2021-05-07
AC 0 3 43151 2021-05-07
AC 0 1 19596 2021-05-07
AC 7 211 894470 2021-05-07
AC 0 1 15490 2021-05-08
AC 0 1 7534 2021-05-08
AC 1 6 26702 2021-05-08
AC 0 6 10420 2021-05-08
AC 0 3 12008 2021-05-08
AC 0 10 89072 2021-05-08
AC 0 0 18696 2021-05-08
AC 0 2 34884 2021-05-08
AC 0 1 8473 2021-05-08
AC 0 0 9581 2021-05-08
AC 0 0 19299 2021-05-08
AC 0 11 19311 2021-05-08
AC 0 7 19955 2021-05-08
AC 0 3 18824 2021-05-08
AC 0 0 12241 2021-05-08
AC 9 70 413418 2021-05-08
AC 0 4 19351 2021-05-08
AC 0 2 6717 2021-05-08
AC 0 19 46511 2021-05-08
AC 0 1 23236 2021-05-08
AC 0 13 43151 2021-05-08
AC 0 16 19596 2021-05-08
AC 10 176 894470 2021-05-08
AC 0 1 15490 2021-05-09
AC 0 0 7534 2021-05-09
AC 0 8 26702 2021-05-09
AC 0 2 10420 2021-05-09
AC 0 1 12008 2021-05-09
AC 0 0 89072 2021-05-09
AC 1 0 18696 2021-05-09
AC 0 31 34884 2021-05-09
AC 0 0 8473 2021-05-09
AC 0 0 9581 2021-05-09
AC 0 0 19299 2021-05-09
AC 0 0 19311 2021-05-09
AC 0 0 19955 2021-05-09
AC 0 1 18824 2021-05-09
AC 0 0 12241 2021-05-09
AC 2 17 413418 2021-05-09
AC 0 0 19351 2021-05-09
AC 0 0 6717 2021-05-09
AC 1 5 46511 2021-05-09
AC 0 0 23236 2021-05-09
AC 0 0 43151 2021-05-09
AC 0 9 19596 2021-05-09
AC 4 75 894470 2021-05-09
AC 0 1 15490 2021-05-10
AC 0 -1 7534 2021-05-10
AC 0 5 26702 2021-05-10
AC 0 0 10420 2021-05-10
AC 1 1 12008 2021-05-10
AC 1 5 89072 2021-05-10
AC 0 5 18696 2021-05-10
AC 0 2 34884 2021-05-10
AC 0 0 8473 2021-05-10
AC 0 1 9581 2021-05-10
AC 0 3 19299 2021-05-10
AC 0 20 19311 2021-05-10
AC 0 -1 19955 2021-05-10
AC 0 0 18824 2021-05-10
AC 0 0 12241 2021-05-10
AC 3 57 413418 2021-05-10
AC 0 1 19351 2021-05-10
AC 1 11 6717 2021-05-10
AC 1 3 46511 2021-05-10
AC 0 0 23236 2021-05-10
AC 0 6 43151 2021-05-10
AC 0 6 19596 2021-05-10
AC 7 125 894470 2021-05-10
AC 0 0 15490 2021-05-11
AC 0 1 7534 2021-05-11
AC 0 0 26702 2021-05-11
AC 0 0 10420 2021-05-11
AC 0 0 12008 2021-05-11
AC 1 -1 89072 2021-05-11
AC 0 0 18696 2021-05-11
AC 1 0 34884 2021-05-11
AC 0 0 8473 2021-05-11
AC 0 0 9581 2021-05-11
AC 0 0 19299 2021-05-11
AC 0 0 19311 2021-05-11
AC 0 2 19955 2021-05-11
AC 0 0 18824 2021-05-11
AC 0 0 12241 2021-05-11
AC 1 32 413418 2021-05-11
AC 0 0 19351 2021-05-11
AC 0 0 6717 2021-05-11
AC 0 0 46511 2021-05-11
AC 0 0 23236 2021-05-11
AC 0 0 43151 2021-05-11
AC 0 0 19596 2021-05-11
AC 3 34 894470 2021-05-11
AC 0 4 15490 2021-05-12
AC 0 0 7534 2021-05-12
AC 0 15 26702 2021-05-12
AC 0 0 10420 2021-05-12
AC 0 5 12008 2021-05-12
AC 0 23 89072 2021-05-12
AC 1 14 18696 2021-05-12
AC 0 5 34884 2021-05-12
AC 0 0 8473 2021-05-12
AC 0 0 9581 2021-05-12
AC 0 3 19299 2021-05-12
AC 0 49 19311 2021-05-12
AC 0 3 19955 2021-05-12
AC 0 5 18824 2021-05-12
AC 0 0 12241 2021-05-12
AC 1 40 413418 2021-05-12
AC 0 0 19351 2021-05-12
AC 0 4 6717 2021-05-12
AC 0 17 46511 2021-05-12
AC 0 2 23236 2021-05-12
AC 0 12 43151 2021-05-12
AC 0 7 19596 2021-05-12
AC 2 208 894470 2021-05-12
AC 1 -1 15490 2021-05-13
AC 0 -1 7534 2021-05-13
AC 0 9 26702 2021-05-13
AC 0 9 10420 2021-05-13
AC 1 3 12008 2021-05-13
AC 0 14 89072 2021-05-13
AC 0 1 18696 2021-05-13
AC 0 33 34884 2021-05-13
AC 0 8 8473 2021-05-13
AC 0 5 9581 2021-05-13
AC 0 1 19299 2021-05-13
AC 0 19 19311 2021-05-13
AC 0 6 19955 2021-05-13
AC 2 6 18824 2021-05-13
AC 0 0 12241 2021-05-13
AC 2 82 413418 2021-05-13
AC 0 5 19351 2021-05-13
AC 0 4 6717 2021-05-13
AC 0 7 46511 2021-05-13
AC 0 1 23236 2021-05-13
AC 0 10 43151 2021-05-13
AC 0 16 19596 2021-05-13
AC 6 237 894470 2021-05-13
AC 0 6 15490 2021-05-14
AC 0 14 7534 2021-05-14
AC 0 27 26702 2021-05-14
AC 0 0 10420 2021-05-14
AC 0 3 12008 2021-05-14
AC 0 17 89072 2021-05-14
AC 0 3 18696 2021-05-14
AC 1 2 34884 2021-05-14
AC 0 2 8473 2021-05-14
AC 0 1 9581 2021-05-14
AC 0 16 19299 2021-05-14
AC 0 24 19311 2021-05-14
AC 0 2 19955 2021-05-14
AC 0 3 18824 2021-05-14
AC 0 3 12241 2021-05-14
AC 0 63 413418 2021-05-14
AC 0 6 19351 2021-05-14
AC 0 0 6717 2021-05-14
AC 0 7 46511 2021-05-14
AC 0 2 23236 2021-05-14
AC 0 19 43151 2021-05-14
AC 0 2 19596 2021-05-14
AC 1 222 894470 2021-05-14
AC 1 2 15490 2021-05-15
AC 0 1 7534 2021-05-15
AC 0 12 26702 2021-05-15
AC 0 2 10420 2021-05-15
AC 0 2 12008 2021-05-15
AC 0 0 89072 2021-05-15
AC 1 14 18696 2021-05-15
AC 0 0 34884 2021-05-15
AC 0 0 8473 2021-05-15
AC 0 0 9581 2021-05-15
AC 0 20 19299 2021-05-15
AC 0 18 19311 2021-05-15
AC 0 3 19955 2021-05-15
AC 0 12 18824 2021-05-15
AC 0 0 12241 2021-05-15
AC 1 57 413418 2021-05-15
AC 0 3 19351 2021-05-15
AC 0 7 6717 2021-05-15
AC 0 1 46511 2021-05-15
AC 0 2 23236 2021-05-15
AC 1 1 43151 2021-05-15
AC 0 4 19596 2021-05-15
AC 4 161 894470 2021-05-15
AC 1 3 15490 2021-05-16
AC 0 1 7534 2021-05-16
AC 0 14 26702 2021-05-16
AC 0 0 10420 2021-05-16
AC 0 1 12008 2021-05-16
AC 1 0 89072 2021-05-16
AC 0 0 18696 2021-05-16
AC 0 1 34884 2021-05-16
AC 0 0 8473 2021-05-16
AC 0 0 9581 2021-05-16
AC 0 0 19299 2021-05-16
AC 0 0 19311 2021-05-16
AC 0 0 19955 2021-05-16
AC 0 0 18824 2021-05-16
AC 0 0 12241 2021-05-16
AC 0 25 413418 2021-05-16
AC 0 0 19351 2021-05-16
AC 0 0 6717 2021-05-16
AC 0 4 46511 2021-05-16
AC 0 2 23236 2021-05-16
AC 0 9 43151 2021-05-16
AC 0 1 19596 2021-05-16
AC 2 61 894470 2021-05-16
AC 0 1 15490 2021-05-17
AC 0 0 7534 2021-05-17
AC 0 6 26702 2021-05-17
AC 0 0 10420 2021-05-17
AC 0 1 12008 2021-05-17
AC 0 14 89072 2021-05-17
AC 0 5 18696 2021-05-17
AC 1 47 34884 2021-05-17
AC 0 0 8473 2021-05-17
AC 0 0 9581 2021-05-17
AC 0 6 19299 2021-05-17
AC 0 15 19311 2021-05-17
AC 0 3 19955 2021-05-17
AC 0 0 18824 2021-05-17
AC 0 0 12241 2021-05-17
AC 2 55 413418 2021-05-17
AC 1 0 19351 2021-05-17
AC 0 0 6717 2021-05-17
AC 0 5 46511 2021-05-17
AC 1 2 23236 2021-05-17
AC 1 1 43151 2021-05-17
AC 0 1 19596 2021-05-17
AC 6 162 894470 2021-05-17
AC 0 0 15490 2021-05-18
AC 0 0 7534 2021-05-18
AC 0 0 26702 2021-05-18
AC 0 0 10420 2021-05-18
AC 0 0 12008 2021-05-18
AC 1 0 89072 2021-05-18
AC 0 0 18696 2021-05-18
AC 0 0 34884 2021-05-18
AC 0 0 8473 2021-05-18
